timestamp	zone	sensor	id	n_passages
2019-03-01 09:36:58	2	PIR	2	1
2019-03-01 09:37:16	2	PIR	2	1
2019-03-01 09:37:46	2	PIR	2	1
2019-03-01 09:38:16	2	PIR	2	1
2019-03-01 09:38:29	2	PIR	2	1
2019-03-01 09:38:38	2	PIR	2	1
2019-03-01 09:38:52	2	PIR	2	1
2019-03-01 09:39:01	2	PIR	2	1
2019-03-01 09:39:59	2	PIR	2	1
2019-03-01 09:40:37	2	PIR	2	1
2019-03-01 09:40:46	2	PIR	2	1
2019-03-01 09:40:58	2	PIR	2	1
2019-03-01 09:41:12	2	PIR	2	1
2019-03-01 09:41:28	2	PIR	2	1
2019-03-01 09:42:11	2	PIR	2	1
2019-03-01 09:42:23	2	PIR	2	1
2019-03-01 09:42:44	2	PIR	2	1
2019-03-01 09:43:04	2	PIR	2	1
2019-03-01 09:43:22	2	PIR	2	1
2019-03-01 09:43:38	2	PIR	2	1
2019-03-01 09:44:03	2	PIR	2	1
2019-03-01 09:44:19	2	PIR	2	1
2019-03-01 09:44:32	2	PIR	2	1
2019-03-01 09:45:09	2	PIR	2	1
2019-03-01 09:45:20	2	PIR	2	1
2019-03-01 09:45:29	2	PIR	2	1
2019-03-01 09:45:41	2	PIR	2	1
2019-03-01 09:45:50	2	PIR	2	1
2019-03-01 09:46:04	2	PIR	2	1
2019-03-01 09:46:25	2	PIR	2	1
2019-03-01 09:46:52	2	PIR	2	1
2019-03-01 09:47:10	2	PIR	2	1
2019-03-01 09:47:20	2	PIR	2	1
2019-03-01 09:47:35	2	PIR	2	1
2019-03-01 09:47:47	2	PIR	2	1
2019-03-01 09:48:01	2	PIR	2	1
2019-03-01 09:48:11	2	PIR	2	1
2019-03-01 09:48:33	2	PIR	2	1
2019-03-01 09:48:54	2	PIR	2	1
2019-03-01 09:49:09	2	PIR	2	1
2019-03-01 09:49:37	2	PIR	2	1
2019-03-01 09:50:01	2	PIR	2	1
2019-03-01 09:50:11	2	PIR	2	1
2019-03-01 09:50:47	2	PIR	2	1
2019-03-01 09:51:05	2	PIR	2	1
2019-03-01 09:51:57	2	PIR	2	1
2019-03-01 09:52:23	2	PIR	2	1
2019-03-01 09:53:45	2	PIR	2	1
2019-03-01 09:54:01	2	PIR	2	1
2019-03-01 09:54:08	2	PIR	2	1
2019-03-01 09:54:20	2	PIR	2	1
2019-03-01 09:54:36	2	PIR	2	1
2019-03-01 09:54:54	2	PIR	2	1
2019-03-01 09:55:07	2	PIR	2	1
2019-03-01 09:55:33	2	PIR	2	1
2019-03-01 09:55:43	2	PIR	2	1
2019-03-01 09:55:58	2	PIR	2	1
2019-03-01 09:56:11	2	PIR	2	1
2019-03-01 09:56:28	2	PIR	2	1
2019-03-01 09:56:44	2	PIR	2	1
2019-03-01 09:57:06	2	PIR	2	1
2019-03-01 09:57:23	2	PIR	2	1
2019-03-01 09:57:34	2	PIR	2	1
2019-03-01 09:58:04	2	PIR	2	1
2019-03-01 09:58:18	2	PIR	2	1
2019-03-01 09:58:37	2	PIR	2	1
2019-03-01 09:58:48	2	PIR	2	1
2019-03-01 09:58:58	2	PIR	2	1
2019-03-01 09:59:13	2	PIR	2	1
2019-03-01 09:59:24	2	PIR	2	1
2019-03-01 09:59:38	2	PIR	2	1
2019-03-01 09:59:51	2	PIR	2	1
2019-03-01 10:00:03	2	PIR	2	1
2019-03-01 10:00:12	2	PIR	2	1
2019-03-01 10:01:49	2	PIR	2	1
2019-03-01 10:03:22	2	PIR	2	1
2019-03-01 10:03:34	2	PIR	2	1
2019-03-01 10:03:45	2	PIR	2	1
2019-03-01 10:03:55	2	PIR	2	1
2019-03-01 10:04:07	2	PIR	2	1
2019-03-01 10:04:17	2	PIR	2	1
2019-03-01 10:04:31	2	PIR	2	1
2019-03-01 10:04:48	2	PIR	2	1
2019-03-01 10:05:24	2	PIR	2	1
2019-03-01 10:05:46	2	PIR	2	1
2019-03-01 10:06:19	2	PIR	2	1
2019-03-01 10:07:19	2	PIR	2	1
2019-03-01 10:07:27	2	PIR	2	1
2019-03-01 10:07:35	2	PIR	2	1
2019-03-01 10:07:48	2	PIR	2	1
2019-03-01 10:08:02	2	PIR	2	1
2019-03-01 10:08:15	2	PIR	2	1
2019-03-01 10:08:26	2	PIR	2	1
2019-03-01 10:08:49	2	PIR	2	1
2019-03-01 10:09:23	2	PIR	2	1
2019-03-01 10:09:33	2	PIR	2	1
2019-03-01 10:09:51	2	PIR	2	1
2019-03-01 10:10:05	2	PIR	2	1
2019-03-01 10:10:17	2	PIR	2	1
2019-03-01 10:10:30	2	PIR	2	1
2019-03-01 10:10:58	2	PIR	2	1
2019-03-01 10:11:08	2	PIR	2	1
2019-03-01 10:11:30	2	PIR	2	1
2019-03-01 10:11:40	2	PIR	2	1
2019-03-01 10:11:49	2	PIR	2	1
2019-03-01 10:12:23	2	PIR	2	1
2019-03-01 10:12:34	2	PIR	2	1
2019-03-01 10:12:49	2	PIR	2	1
2019-03-01 10:13:07	2	PIR	2	1
2019-03-01 10:13:19	2	PIR	2	1
2019-03-01 10:13:29	2	PIR	2	1
2019-03-01 10:13:39	2	PIR	2	1
2019-03-01 10:13:54	2	PIR	2	1
2019-03-01 10:14:02	2	PIR	2	1
2019-03-01 10:14:20	2	PIR	2	1
2019-03-01 10:14:38	2	PIR	2	1
2019-03-01 10:14:49	2	PIR	2	1
2019-03-01 10:15:05	2	PIR	2	1
2019-03-01 10:15:25	2	PIR	2	1
2019-03-01 10:15:41	2	PIR	2	1
2019-03-01 10:16:01	2	PIR	2	1
2019-03-01 10:16:14	2	PIR	2	1
2019-03-01 10:16:37	2	PIR	2	1
