timestamp	zone	sensor	id	n_passages
2019-03-01 09:45:33	1	PIR	1	1
2019-03-01 09:45:37	1	PIR	1	1
2019-03-01 09:45:46	1	PIR	1	1
2019-03-01 09:46:49	1	PIR	1	1
2019-03-01 09:46:53	1	PIR	1	1
2019-03-01 09:49:38	1	PIR	1	1
2019-03-01 10:08:12	1	PIR	1	1
2019-03-01 10:12:12	1	PIR	1	1
2019-03-01 10:12:25	1	PIR	1	1
2019-03-01 10:23:51	1	PIR	1	1
2019-03-01 10:23:55	1	PIR	1	1
2019-03-01 10:24:08	1	PIR	1	1
2019-03-01 10:26:43	1	PIR	1	1
2019-03-01 10:36:51	1	PIR	1	1
2019-03-01 10:39:31	1	PIR	1	1
2019-03-01 10:39:50	1	PIR	1	1
2019-03-01 10:51:23	1	PIR	1	1
2019-03-01 10:51:27	1	PIR	1	1
2019-03-01 10:51:31	1	PIR	1	1
2019-03-01 10:52:03	1	PIR	1	1
2019-03-01 10:59:54	1	PIR	1	1
2019-03-01 10:59:58	1	PIR	1	1
2019-03-01 11:08:18	1	PIR	1	1
2019-03-01 11:08:22	1	PIR	1	1
2019-03-01 11:09:53	1	PIR	1	1
2019-03-01 11:09:57	1	PIR	1	1
2019-03-01 11:10:04	1	PIR	1	1
2019-03-01 11:10:11	1	PIR	1	1
2019-03-01 11:10:19	1	PIR	1	1
2019-03-01 11:10:24	1	PIR	1	1
2019-03-01 11:10:33	1	PIR	1	1
2019-03-01 11:10:37	1	PIR	1	1
2019-03-01 11:10:45	1	PIR	1	1
2019-03-01 11:10:49	1	PIR	1	1
2019-03-01 11:10:53	1	PIR	1	1
2019-03-01 11:11:03	1	PIR	1	1
2019-03-01 11:11:07	1	PIR	1	1
2019-03-01 11:11:11	1	PIR	1	1
2019-03-01 11:11:18	1	PIR	1	1
2019-03-01 11:11:22	1	PIR	1	1
2019-03-01 11:11:26	1	PIR	1	1
2019-03-01 11:11:33	1	PIR	1	1
2019-03-01 11:11:45	1	PIR	1	1
2019-03-01 11:11:49	1	PIR	1	1
2019-03-01 11:11:56	1	PIR	1	1
2019-03-01 11:12:04	1	PIR	1	1
2019-03-01 11:12:11	1	PIR	1	1
2019-03-01 11:12:18	1	PIR	1	1
2019-03-01 11:12:22	1	PIR	1	1
2019-03-01 11:14:14	1	PIR	1	1
2019-03-01 11:16:03	1	PIR	1	1
2019-03-01 11:46:22	1	PIR	1	1
2019-03-01 11:46:26	1	PIR	1	1
2019-03-01 11:46:52	1	PIR	1	1
2019-03-01 11:47:10	1	PIR	1	1
2019-03-01 11:48:23	1	PIR	1	1
2019-03-01 11:48:34	1	PIR	1	1
2019-03-01 11:48:55	1	PIR	1	1
2019-03-01 11:55:32	1	PIR	1	1
2019-03-01 11:55:36	1	PIR	1	1
2019-03-01 12:03:06	1	PIR	1	1
2019-03-01 12:03:12	1	PIR	1	1
2019-03-01 12:03:16	1	PIR	1	1
2019-03-01 12:04:53	1	PIR	1	1
2019-03-01 12:21:05	1	PIR	1	1
2019-03-01 12:37:37	1	PIR	1	1
2019-03-01 12:39:38	1	PIR	1	1
2019-03-01 12:40:33	1	PIR	1	1
2019-03-01 12:41:54	1	PIR	1	1
2019-03-01 12:43:09	1	PIR	1	1
2019-03-01 12:43:13	1	PIR	1	1
2019-03-01 12:43:25	1	PIR	1	1
2019-03-01 12:43:49	1	PIR	1	1
2019-03-01 12:44:06	1	PIR	1	1
2019-03-01 12:44:10	1	PIR	1	1
2019-03-01 12:44:30	1	PIR	1	1
2019-03-01 12:44:40	1	PIR	1	1
2019-03-01 12:44:52	1	PIR	1	1
2019-03-01 12:59:43	1	PIR	1	1
2019-03-01 12:59:47	1	PIR	1	1
2019-03-01 12:59:58	1	PIR	1	1
2019-03-01 14:20:51	1	PIR	1	1
2019-03-01 14:20:55	1	PIR	1	1
2019-03-01 14:21:55	1	PIR	1	1
2019-03-01 14:22:01	1	PIR	1	1
2019-03-01 14:51:26	1	PIR	1	1
2019-03-01 14:51:30	1	PIR	1	1
2019-03-01 14:51:34	1	PIR	1	1
2019-03-01 14:56:52	1	PIR	1	1
2019-03-01 14:56:56	1	PIR	1	1
2019-03-01 15:32:23	1	PIR	1	1
2019-03-01 15:32:27	1	PIR	1	1
2019-03-01 15:32:34	1	PIR	1	1
2019-03-01 15:32:38	1	PIR	1	1
2019-03-01 15:32:42	1	PIR	1	1
2019-03-01 15:33:47	1	PIR	1	1
2019-03-01 15:33:55	1	PIR	1	1
2019-03-01 15:34:15	1	PIR	1	1
2019-03-01 15:34:39	1	PIR	1	1
2019-03-01 15:34:43	1	PIR	1	1
2019-03-01 15:35:17	1	PIR	1	1
2019-03-03 09:46:26	1	PIR	1	1
2019-03-03 09:46:38	1	PIR	1	1
2019-03-03 09:46:42	1	PIR	1	1
2019-03-03 09:48:26	1	PIR	1	1
2019-03-03 09:48:35	1	PIR	1	1
2019-03-03 09:49:20	1	PIR	1	1
2019-03-04 08:20:37	1	PIR	1	1
2019-03-04 08:20:41	1	PIR	1	1
2019-03-04 08:20:47	1	PIR	1	1
2019-03-04 08:20:56	1	PIR	1	1
2019-03-04 08:21:01	1	PIR	1	1
2019-03-04 08:36:20	1	PIR	1	1
2019-03-04 08:36:59	1	PIR	1	1
2019-03-04 08:37:33	1	PIR	1	1
2019-03-04 08:37:38	1	PIR	1	1
2019-03-04 09:07:38	1	PIR	1	1
2019-03-04 09:11:31	1	PIR	1	1
2019-03-04 09:12:16	1	PIR	1	1
2019-03-04 09:13:10	1	PIR	1	1
2019-03-04 09:13:14	1	PIR	1	1
2019-03-04 09:13:27	1	PIR	1	1
2019-03-04 09:13:32	1	PIR	1	1
2019-03-04 09:13:51	1	PIR	1	1
2019-03-04 09:13:58	1	PIR	1	1
2019-03-04 09:14:02	1	PIR	1	1
2019-03-04 09:14:10	1	PIR	1	1
2019-03-04 09:22:30	1	PIR	1	1
2019-03-04 09:22:36	1	PIR	1	1
2019-03-04 09:22:54	1	PIR	1	1
2019-03-04 09:22:58	1	PIR	1	1
2019-03-04 09:23:05	1	PIR	1	1
2019-03-04 09:23:36	1	PIR	1	1
2019-03-04 09:26:34	1	PIR	1	1
2019-03-04 09:27:33	1	PIR	1	1
2019-03-04 10:16:41	1	PIR	1	1
2019-03-04 10:16:45	1	PIR	1	1
2019-03-04 10:19:43	1	PIR	1	1
2019-03-04 10:24:36	1	PIR	1	1
2019-03-04 10:24:40	1	PIR	1	1
2019-03-04 10:24:48	1	PIR	1	1
2019-03-04 10:31:33	1	PIR	1	1
2019-03-04 10:33:11	1	PIR	1	1
2019-03-04 10:33:15	1	PIR	1	1
2019-03-04 10:33:20	1	PIR	1	1
2019-03-04 10:34:12	1	PIR	1	1
2019-03-04 10:34:20	1	PIR	1	1
2019-03-04 10:34:26	1	PIR	1	1
2019-03-04 10:35:21	1	PIR	1	1
2019-03-04 10:35:25	1	PIR	1	1
2019-03-04 10:36:21	1	PIR	1	1
2019-03-04 10:36:39	1	PIR	1	1
2019-03-04 10:37:25	1	PIR	1	1
2019-03-04 10:41:22	1	PIR	1	1
2019-03-04 10:42:09	1	PIR	1	1
2019-03-04 10:42:18	1	PIR	1	1
2019-03-04 10:42:23	1	PIR	1	1
2019-03-04 10:42:32	1	PIR	1	1
2019-03-04 10:42:38	1	PIR	1	1
2019-03-04 11:32:56	1	PIR	1	1
2019-03-04 11:33:00	1	PIR	1	1
2019-03-04 11:33:08	1	PIR	1	1
2019-03-04 11:33:20	1	PIR	1	1
2019-03-04 11:33:24	1	PIR	1	1
2019-03-04 11:33:28	1	PIR	1	1
2019-03-04 11:33:41	1	PIR	1	1
2019-03-04 11:33:45	1	PIR	1	1
2019-03-04 11:33:49	1	PIR	1	1
2019-03-04 11:33:56	1	PIR	1	1
2019-03-04 11:34:00	1	PIR	1	1
2019-03-04 11:34:07	1	PIR	1	1
2019-03-04 11:34:11	1	PIR	1	1
2019-03-04 11:34:15	1	PIR	1	1
2019-03-04 11:34:20	1	PIR	1	1
2019-03-04 11:34:24	1	PIR	1	1
2019-03-04 11:34:38	1	PIR	1	1
2019-03-04 11:34:42	1	PIR	1	1
2019-03-04 11:34:46	1	PIR	1	1
2019-03-04 11:34:50	1	PIR	1	1
2019-03-04 11:34:57	1	PIR	1	1
2019-03-04 11:35:05	1	PIR	1	1
2019-03-04 11:35:09	1	PIR	1	1
2019-03-04 11:35:38	1	PIR	1	1
2019-03-04 11:35:44	1	PIR	1	1
2019-03-04 11:35:51	1	PIR	1	1
2019-03-04 11:36:02	1	PIR	1	1
2019-03-04 11:36:06	1	PIR	1	1
2019-03-04 11:36:19	1	PIR	1	1
2019-03-04 11:36:23	1	PIR	1	1
2019-03-04 11:36:35	1	PIR	1	1
2019-03-04 11:36:43	1	PIR	1	1
2019-03-04 11:36:47	1	PIR	1	1
2019-03-04 11:36:56	1	PIR	1	1
2019-03-04 11:37:33	1	PIR	1	1
2019-03-04 11:38:31	1	PIR	1	1
2019-03-04 11:38:37	1	PIR	1	1
2019-03-04 11:39:07	1	PIR	1	1
2019-03-04 11:39:11	1	PIR	1	1
2019-03-04 11:39:15	1	PIR	1	1
2019-03-04 11:39:19	1	PIR	1	1
2019-03-04 11:39:31	1	PIR	1	1
2019-03-04 11:39:38	1	PIR	1	1
2019-03-04 11:40:05	1	PIR	1	1
2019-03-04 11:42:00	1	PIR	1	1
2019-03-04 11:42:29	1	PIR	1	1
2019-03-04 11:43:52	1	PIR	1	1
2019-03-04 11:43:57	1	PIR	1	1
2019-03-04 11:44:01	1	PIR	1	1
2019-03-04 11:44:05	1	PIR	1	1
2019-03-04 11:44:12	1	PIR	1	1
2019-03-04 11:44:19	1	PIR	1	1
2019-03-04 11:44:23	1	PIR	1	1
2019-03-04 11:44:35	1	PIR	1	1
2019-03-04 11:44:39	1	PIR	1	1
2019-03-04 11:44:48	1	PIR	1	1
2019-03-04 11:44:56	1	PIR	1	1
2019-03-04 11:47:43	1	PIR	1	1
2019-03-04 11:47:51	1	PIR	1	1
2019-03-04 11:48:01	1	PIR	1	1
2019-03-04 11:53:20	1	PIR	1	1
2019-03-04 11:53:36	1	PIR	1	1
2019-03-04 11:53:51	1	PIR	1	1
2019-03-04 11:53:55	1	PIR	1	1
2019-03-04 11:54:28	1	PIR	1	1
2019-03-04 11:55:01	1	PIR	1	1
2019-03-04 11:55:06	1	PIR	1	1
2019-03-04 11:55:11	1	PIR	1	1
2019-03-04 11:55:15	1	PIR	1	1
2019-03-04 11:55:20	1	PIR	1	1
2019-03-04 12:22:42	1	PIR	1	1
2019-03-04 12:22:46	1	PIR	1	1
2019-03-04 12:23:27	1	PIR	1	1
2019-03-04 12:25:23	1	PIR	1	1
2019-03-04 12:25:31	1	PIR	1	1
2019-03-04 12:25:35	1	PIR	1	1
2019-03-04 12:25:46	1	PIR	1	1
2019-03-04 12:25:54	1	PIR	1	1
